Gene Symbol,technical_prompt,uniprot_prompt
SLC12A3,HeLa cells with SLC12A3 knockdown showing high migration (distance),"SLC12A3 normally functions as Electroneutral sodium and chloride ion cotransporter, which acts as a key mediator of sodium and chloride reabsorption in kidney distal convoluted tubules (PubMed:10894798, PubMed:16887815, PubMed:8021284). Also acts as a receptor for the pro-inflammatory cytokine IL18, thereby contributing to IL18-induced cytokine production, including IFNG, IL6, IL18 and CCL2. May act either independently of IL18R1, or in a complex with IL18R1 (By similarity)"
SLC12A4,,SLC12A4 normally functions as Mediates electroneutral potassium-chloride cotransport when activated by cell swelling (PubMed:8663127). May contribute to cell volume homeostasis in single cells. May be involved in the regulation of basolateral Cl(-) exit in NaCl absorbing epithelia (Probable)
SLC12A5,HeLa cells with SLC12A5 knockdown showing low migration (distance),"SLC12A5 normally functions as Mediates electroneutral potassium-chloride cotransport in mature neurons and is required for neuronal Cl(-) homeostasis (PubMed:11551954). As major extruder of intracellular chloride, it establishes the low neuronal Cl(-) levels required for chloride influx after binding of GABA-A and glycine to their receptors, with subsequent hyperpolarization and neuronal inhibition (PubMed:9930699). Involved in the regulation of dendritic spine formation and maturation (PubMed:22345354)"
SLC12A6,HeLa cells with SLC12A6 knockdown showing high migration (distance),"SLC12A6 normally functions as Mediates electroneutral potassium-chloride cotransport when activated by cell swelling (PubMed:10600773, PubMed:11551954, PubMed:16048901, PubMed:18566107, PubMed:19665974, PubMed:21628467, PubMed:27485015). May contribute to cell volume homeostasis in single cells (PubMed:16048901, PubMed:27485015)"
SLC12A7,,SLC12A7 normally functions as Mediates electroneutral potassium-chloride cotransport when activated by cell swelling (By similarity). May mediate K(+) uptake into Deiters' cells in the cochlea and contribute to K(+) recycling in the inner ear. Important for the survival of cochlear outer and inner hair cells and the maintenance of the organ of Corti. May be required for basolateral Cl(-) extrusion in the kidney and contribute to renal acidification (By similarity)
SLC12A8,HeLa cells with SLC12A8 knockdown showing high migration (distance),SLC12A8 normally functions as Cation/chloride cotransporter
SLC12A9,HeLa cells with SLC12A9 knockdown showing low migration (distance),"SLC12A9 normally functions as May be an inhibitor of SLC12A1. Seems to correspond to a subunit of a multimeric transport system and thus, additional subunits may be required for its function. May play a role in lysosomal ion flux and osmoregulation"
SLC13A1,HeLa cells with SLC13A1 knockdown showing low migration (distance),SLC13A1 normally functions as Sodium:sulfate symporter that mediates sulfate reabsorption in the kidney and small intestine (PubMed:11161786). Can also mediate the transport of selenate and thiosulfate (By similarity)
SLC13A2,,"SLC13A2 normally functions as Low-affinity sodium-dicarboxylate cotransporter, that mediates the entry of citric acid cycle intermediates, such as succinate, citrate, fumarate and alpha-ketoglutarate (2-oxoglutarate) into the small intestine and renal proximal tubule (PubMed:10894787, PubMed:8967342, PubMed:9668069). Transports the dicarboxylate into the cell with a probable stoichiometry of 3 Na(+) for 1 divalent dicarboxylate, rendering the process electrogenic (PubMed:10894787, PubMed:8967342, PubMed:9668069). Citrate is transported in protonated form as a divalent anion, rather than the trivalent form which is normally found in blood (PubMed:10894787). Has a critical role in renal dicarboxylate transport (By similarity)"
SLC13A3,HeLa cells with SLC13A3 knockdown showing high migration (distance) and migration (speed),"SLC13A3 normally functions as High-affinity sodium-dicarboxylate cotransporter that accepts a range of substrates with 4-6 carbon atoms, such as the citric acid cycle intermediates succinate and alpha-ketoglutarate (2-oxoglutarate), as well as other compounds including N-acetyl-L-aspartate (PubMed:11287335). Transports the dicarboxylate into the cell with a probable stoichiometry of 3 Na(+) for 1 divalent dicarboxylate, rendering the process electrogenic (PubMed:11287335). Can transport citrate in a Na(+)-dependent manner, recognizing the divalent form of citrate rather than the trivalent form which is normally found in blood (By similarity)"
SLC13A4,HeLa cells with SLC13A4 knockdown showing low migration (distance),SLC13A4 normally functions as Sodium:sulfate symporter that mediates sulfate reabsorption in the high endothelial venules (HEV)
SLC13A5,HeLa cells with SLC13A5 knockdown showing high migration (distance),"SLC13A5 normally functions as High-affinity sodium/citrate cotransporter that mediates citrate entry into cells, which is a critical participant of biochemical pathways (PubMed:14656221, PubMed:26324167, PubMed:35448538). May function in various metabolic processes in which citrate has a critical role such as energy production (Krebs cycle), fatty acid synthesis, cholesterol synthesis, glycolysis, and gluconeogenesis (PubMed:12826022). Transports citrate into the cell in a Na(+)-dependent manner, recognizing the trivalent form of citrate (physiological pH) rather than the divalent form (PubMed:12826022, PubMed:14656221, PubMed:26324167). Can recognizes succinate as a substrate, but its affinity for succinate is several fold lower than for citrate (PubMed:14656221, PubMed:26324167). The stoichiometry is probably 4 Na(+) for each carboxylate, irrespective of whether the translocated substrate is divalent or trivalent, rendering the process electrogenic (PubMed:14656221, PubMed:26324167). Involved in the regulation of citrate levels in the brain (PubMed:32682952)"
SLC14A1,HeLa cells with SLC14A1 knockdown showing high migration (distance),SLC14A1 normally functions as Mediates the transport of urea driven by a concentration gradient across the cell membranes of erythrocytes and the renal inner medullary collecting duct which is critical to the urinary concentrating mechanism (By similarity). Facilitates water transport in erythrocytes (By similarity)
SLC14A2,HeLa cells with SLC14A2 knockdown showing high migration (distance),SLC14A2 normally functions as Mediates the transport of urea driven by a concentration gradient across the cell membrane of the renal inner medullary collecting duct which is critical to the urinary concentrating mechanism
SLC15A1,HeLa cells with SLC15A1 knockdown showing high migration (distance),SLC15A1 normally functions as Electrogenic proton-coupled amino-acid transporter that transports oligopeptides of 2 to 4 amino acids with a preference for dipeptides. Transports neutral and monovalently charged peptides with a proton to peptide stoichiometry of 1:1 or 2:1 (By similarity). Primarily responsible for the absorption of dietary di- and tripeptides from the small intestinal lumen (By similarity). Mediates transepithelial transport of muramyl and N-formylated bacterial dipeptides contributing to recognition of pathogenic bacteria by the mucosal immune system (By similarity)
SLC15A2,,SLC15A2 normally functions as Proton-coupled amino-acid transporter that transports oligopeptides of 2 to 4 amino acids with a preference for dipeptides (PubMed:16317081). Transports neutral and anionic dipeptides with a proton to peptide stoichiometry of 2:1 or 3:1 (By similarity)
SLC16A1,,"SLC16A1 normally functions as Bidirectional proton-coupled monocarboxylate transporter. Catalyzes the rapid transport across the plasma membrane of many monocarboxylates such as lactate, pyruvate, acetate and the ketone bodies acetoacetate and beta-hydroxybutyrate, and thus contributes to the maintenance of intracellular pH (By similarity). The transport direction is determined by the proton motive force and the concentration gradient of the substrate monocarboxylate. MCT1 is a major lactate exporter (By similarity). Plays a role in cellular responses to a high-fat diet by modulating the cellular levels of lactate and pyruvate that contribute to the regulation of central metabolic pathways and insulin secretion, with concomitant effects on plasma insulin levels and blood glucose homeostasis (By similarity). Facilitates the protonated monocarboxylate form of succinate export, that its transient protonation upon muscle cell acidification in exercising muscle and ischemic heart. Functions via alternate outward- and inward-open conformation states. Protonation and deprotonation of 309-Asp is essential for the conformational transition (By similarity)"
SLC16A10,HeLa cells with SLC16A10 knockdown showing low migration (distance),"SLC16A10 normally functions as Sodium- and proton-independent thyroid hormones and aromatic acids transporter (PubMed:11827462, PubMed:18337592, PubMed:28754537). Mediates both uptake and efflux of 3,5,3'-triiodothyronine (T3) and 3,5,3',5'-tetraiodothyronine (T4) with high affinity, suggesting a role in the homeostasis of thyroid hormone levels (PubMed:18337592). Responsible for low affinity bidirectional transport of the aromatic amino acids, such as phenylalanine, tyrosine, tryptophan and L-3,4-dihydroxyphenylalanine (L-dopa) (PubMed:11827462, PubMed:28754537). Plays an important role in homeostasis of aromatic amino acids (By similarity)"
